user_id,event_name,timestamp,properties
user_473,baseline_started,2025-11-24T00:28:44.783Z,"{""variant"":""hero_v2""}"
user_473,baseline_completed,2025-11-24T00:32:52.017Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_473,first_quest_unlocked,2025-11-24T00:32:52.517Z,"{""variant"":""hero_v2""}"
user_321,page_view,2025-11-24T01:01:18.761Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_321,ab_exposure,2025-11-24T01:01:18.861Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_365,page_view,2025-11-24T01:10:33.020Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_365,ab_exposure,2025-11-24T01:10:33.120Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_470,page_view,2025-11-24T01:19:01.141Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_470,ab_exposure,2025-11-24T01:19:01.241Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_470,baseline_started,2025-11-24T01:19:08.888Z,"{""variant"":""control""}"
user_256,page_view,2025-11-24T01:19:26.945Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_256,ab_exposure,2025-11-24T01:19:27.045Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_470,baseline_completed,2025-11-24T01:23:29.200Z,"{""variant"":""control"",""type"":""full""}"
user_470,first_quest_unlocked,2025-11-24T01:23:29.700Z,"{""variant"":""control""}"
user_470,first_quest_completed,2025-11-24T01:26:52.267Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_39,page_view,2025-11-24T01:32:19.328Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_39,ab_exposure,2025-11-24T01:32:19.428Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_39,baseline_started,2025-11-24T01:32:26.806Z,"{""variant"":""hero_v2""}"
user_39,baseline_completed,2025-11-24T01:34:16.374Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_39,first_quest_unlocked,2025-11-24T01:34:16.874Z,"{""variant"":""hero_v2""}"
user_39,first_quest_completed,2025-11-24T01:38:12.090Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_306,page_view,2025-11-24T01:43:18.325Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_306,ab_exposure,2025-11-24T01:43:18.425Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_177,page_view,2025-11-24T01:48:24.786Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_177,ab_exposure,2025-11-24T01:48:24.886Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_311,page_view,2025-11-24T01:54:03.258Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_311,ab_exposure,2025-11-24T01:54:03.358Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_311,baseline_started,2025-11-24T01:54:11.832Z,"{""variant"":""control""}"
user_311,baseline_completed,2025-11-24T01:57:04.981Z,"{""variant"":""control"",""type"":""full""}"
user_311,first_quest_unlocked,2025-11-24T01:57:05.481Z,"{""variant"":""control""}"
user_311,first_quest_completed,2025-11-24T02:01:28.991Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_58,page_view,2025-11-24T02:08:37.095Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_58,ab_exposure,2025-11-24T02:08:37.195Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_58,baseline_started,2025-11-24T02:08:45.280Z,"{""variant"":""hero_v2""}"
user_58,baseline_completed,2025-11-24T02:09:53.044Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_58,first_quest_unlocked,2025-11-24T02:09:53.544Z,"{""variant"":""hero_v2""}"
user_153,page_view,2025-11-24T02:25:08.982Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_153,ab_exposure,2025-11-24T02:25:09.082Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_153,baseline_started,2025-11-24T02:25:18.625Z,"{""variant"":""control""}"
user_476,page_view,2025-11-24T03:14:34.537Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_476,ab_exposure,2025-11-24T03:14:34.637Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_303,page_view,2025-11-24T03:28:10.454Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_303,ab_exposure,2025-11-24T03:28:10.554Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_303,baseline_started,2025-11-24T03:28:17.861Z,"{""variant"":""control""}"
user_303,baseline_completed,2025-11-24T03:30:55.612Z,"{""variant"":""control"",""type"":""quick""}"
user_303,first_quest_unlocked,2025-11-24T03:30:56.112Z,"{""variant"":""control""}"
user_188,page_view,2025-11-24T03:35:39.523Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_188,ab_exposure,2025-11-24T03:35:39.623Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_188,baseline_started,2025-11-24T03:35:49.421Z,"{""variant"":""hero_v2""}"
user_188,baseline_completed,2025-11-24T03:39:08.931Z,"{""variant"":""hero_v2"",""type"":""full""}"
user_188,first_quest_unlocked,2025-11-24T03:39:09.431Z,"{""variant"":""hero_v2""}"
user_8,page_view,2025-11-24T03:44:44.950Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_8,ab_exposure,2025-11-24T03:44:45.050Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_188,first_quest_completed,2025-11-24T03:45:30.479Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_325,page_view,2025-11-24T03:54:06.539Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_325,ab_exposure,2025-11-24T03:54:06.639Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_325,baseline_started,2025-11-24T03:54:15.868Z,"{""variant"":""control""}"
user_325,baseline_completed,2025-11-24T03:56:25.971Z,"{""variant"":""control"",""type"":""quick""}"
user_325,first_quest_unlocked,2025-11-24T03:56:26.471Z,"{""variant"":""control""}"
user_325,first_quest_completed,2025-11-24T03:59:28.781Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_235,page_view,2025-11-24T04:38:09.306Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_235,ab_exposure,2025-11-24T04:38:09.406Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_235,baseline_started,2025-11-24T04:38:11.523Z,"{""variant"":""hero_v2""}"
user_235,baseline_completed,2025-11-24T04:42:10.722Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_235,first_quest_unlocked,2025-11-24T04:42:11.222Z,"{""variant"":""hero_v2""}"
user_182,page_view,2025-11-24T05:08:38.572Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_182,ab_exposure,2025-11-24T05:08:38.672Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_182,baseline_started,2025-11-24T05:08:43.890Z,"{""variant"":""hero_v2""}"
user_393,page_view,2025-11-24T05:12:46.550Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_393,ab_exposure,2025-11-24T05:12:46.650Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_182,baseline_completed,2025-11-24T05:14:32.453Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_182,first_quest_unlocked,2025-11-24T05:14:32.953Z,"{""variant"":""hero_v2""}"
user_182,first_quest_completed,2025-11-24T05:16:11.199Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_444,page_view,2025-11-24T05:25:49.500Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_444,ab_exposure,2025-11-24T05:25:49.600Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_444,baseline_started,2025-11-24T05:25:55.907Z,"{""variant"":""hero_v2""}"
user_444,baseline_completed,2025-11-24T05:31:52.892Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_444,first_quest_unlocked,2025-11-24T05:31:53.392Z,"{""variant"":""hero_v2""}"
user_131,page_view,2025-11-24T06:18:26.937Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_131,ab_exposure,2025-11-24T06:18:27.037Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_131,baseline_started,2025-11-24T06:18:34.350Z,"{""variant"":""control""}"
user_131,baseline_completed,2025-11-24T06:22:43.608Z,"{""variant"":""control"",""type"":""full""}"
user_131,first_quest_unlocked,2025-11-24T06:22:44.108Z,"{""variant"":""control""}"
user_376,page_view,2025-11-24T06:57:49.589Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_376,ab_exposure,2025-11-24T06:57:49.689Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_376,baseline_started,2025-11-24T06:57:54.490Z,"{""variant"":""control""}"
user_376,baseline_completed,2025-11-24T06:59:30.798Z,"{""variant"":""control"",""type"":""full""}"
user_376,first_quest_unlocked,2025-11-24T06:59:31.298Z,"{""variant"":""control""}"
user_376,first_quest_completed,2025-11-24T07:08:53.819Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_434,page_view,2025-11-24T07:30:45.702Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_434,ab_exposure,2025-11-24T07:30:45.802Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_104,page_view,2025-11-24T08:23:17.033Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_104,ab_exposure,2025-11-24T08:23:17.133Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_104,baseline_started,2025-11-24T08:23:22.469Z,"{""variant"":""control""}"
user_104,baseline_completed,2025-11-24T08:25:50.855Z,"{""variant"":""control"",""type"":""quick""}"
user_104,first_quest_unlocked,2025-11-24T08:25:51.355Z,"{""variant"":""control""}"
user_104,first_quest_completed,2025-11-24T08:35:27.848Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_490,page_view,2025-11-24T08:41:30.046Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_490,ab_exposure,2025-11-24T08:41:30.146Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_490,baseline_started,2025-11-24T08:41:32.894Z,"{""variant"":""hero_v2""}"
user_448,page_view,2025-11-24T08:42:41.380Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_448,ab_exposure,2025-11-24T08:42:41.480Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_490,baseline_completed,2025-11-24T08:46:00.346Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_490,first_quest_unlocked,2025-11-24T08:46:00.846Z,"{""variant"":""hero_v2""}"
user_490,first_quest_completed,2025-11-24T08:51:21.488Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_334,page_view,2025-11-24T09:36:43.076Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_334,ab_exposure,2025-11-24T09:36:43.176Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_334,baseline_started,2025-11-24T09:36:48.794Z,"{""variant"":""hero_v2""}"
user_334,baseline_completed,2025-11-24T09:37:54.179Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_334,first_quest_unlocked,2025-11-24T09:37:54.679Z,"{""variant"":""hero_v2""}"
user_334,first_quest_completed,2025-11-24T09:44:01.675Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_364,page_view,2025-11-24T09:50:18.154Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_364,ab_exposure,2025-11-24T09:50:18.254Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_259,page_view,2025-11-24T10:23:46.411Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_259,ab_exposure,2025-11-24T10:23:46.511Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_259,baseline_started,2025-11-24T10:23:49.963Z,"{""variant"":""hero_v2""}"
user_259,baseline_completed,2025-11-24T10:27:41.294Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_259,first_quest_unlocked,2025-11-24T10:27:41.794Z,"{""variant"":""hero_v2""}"
user_323,page_view,2025-11-24T10:33:35.944Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_323,ab_exposure,2025-11-24T10:33:36.044Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_114,page_view,2025-11-24T10:46:57.570Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_114,ab_exposure,2025-11-24T10:46:57.670Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_114,baseline_started,2025-11-24T10:47:03.039Z,"{""variant"":""hero_v2""}"
user_114,baseline_completed,2025-11-24T10:52:07.108Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_114,first_quest_unlocked,2025-11-24T10:52:07.608Z,"{""variant"":""hero_v2""}"
user_114,first_quest_completed,2025-11-24T11:01:09.102Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_420,page_view,2025-11-24T11:05:20.663Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_420,ab_exposure,2025-11-24T11:05:20.763Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_420,baseline_started,2025-11-24T11:05:30.640Z,"{""variant"":""hero_v2""}"
user_373,page_view,2025-11-24T11:07:11.377Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_373,ab_exposure,2025-11-24T11:07:11.477Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_420,baseline_completed,2025-11-24T11:07:59.273Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_420,first_quest_unlocked,2025-11-24T11:07:59.773Z,"{""variant"":""hero_v2""}"
user_398,page_view,2025-11-24T11:09:55.300Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_398,ab_exposure,2025-11-24T11:09:55.400Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_398,baseline_started,2025-11-24T11:10:05.207Z,"{""variant"":""hero_v2""}"
user_398,baseline_completed,2025-11-24T11:13:49.158Z,"{""variant"":""hero_v2"",""type"":""full""}"
user_398,first_quest_unlocked,2025-11-24T11:13:49.658Z,"{""variant"":""hero_v2""}"
user_420,first_quest_completed,2025-11-24T11:18:36.611Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_219,page_view,2025-11-24T11:45:13.738Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_219,ab_exposure,2025-11-24T11:45:13.838Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_219,baseline_started,2025-11-24T11:45:16.662Z,"{""variant"":""hero_v2""}"
user_219,baseline_completed,2025-11-24T11:48:43.759Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_219,first_quest_unlocked,2025-11-24T11:48:44.259Z,"{""variant"":""hero_v2""}"
user_332,page_view,2025-11-24T11:54:41.378Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_332,ab_exposure,2025-11-24T11:54:41.478Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_320,page_view,2025-11-24T11:56:08.882Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_320,ab_exposure,2025-11-24T11:56:08.982Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_320,baseline_started,2025-11-24T11:56:19.343Z,"{""variant"":""hero_v2""}"
user_219,first_quest_completed,2025-11-24T11:56:57.607Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_320,baseline_completed,2025-11-24T11:59:31.005Z,"{""variant"":""hero_v2"",""type"":""full""}"
user_320,first_quest_unlocked,2025-11-24T11:59:31.505Z,"{""variant"":""hero_v2""}"
user_320,first_quest_completed,2025-11-24T12:07:21.816Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_167,page_view,2025-11-24T12:15:40.268Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_167,ab_exposure,2025-11-24T12:15:40.368Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_167,baseline_started,2025-11-24T12:15:45.184Z,"{""variant"":""control""}"
user_14,page_view,2025-11-24T12:16:06.510Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_14,ab_exposure,2025-11-24T12:16:06.610Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_167,baseline_completed,2025-11-24T12:20:10.549Z,"{""variant"":""control"",""type"":""full""}"
user_167,first_quest_unlocked,2025-11-24T12:20:11.049Z,"{""variant"":""control""}"
user_167,first_quest_completed,2025-11-24T12:25:23.944Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_299,page_view,2025-11-24T13:49:11.935Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_299,ab_exposure,2025-11-24T13:49:12.035Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_336,page_view,2025-11-24T13:49:45.706Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_336,ab_exposure,2025-11-24T13:49:45.806Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_270,page_view,2025-11-24T14:23:26.418Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_270,ab_exposure,2025-11-24T14:23:26.518Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_383,page_view,2025-11-24T14:23:54.341Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_383,ab_exposure,2025-11-24T14:23:54.441Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_33,page_view,2025-11-24T14:45:00.607Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_33,ab_exposure,2025-11-24T14:45:00.707Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_33,baseline_started,2025-11-24T14:45:11.845Z,"{""variant"":""control""}"
user_358,page_view,2025-11-24T14:57:04.021Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_358,ab_exposure,2025-11-24T14:57:04.121Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_358,baseline_started,2025-11-24T14:57:14.462Z,"{""variant"":""control""}"
user_265,page_view,2025-11-24T15:00:39.348Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_265,ab_exposure,2025-11-24T15:00:39.448Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_265,baseline_started,2025-11-24T15:00:50.681Z,"{""variant"":""hero_v2""}"
user_358,baseline_completed,2025-11-24T15:02:05.381Z,"{""variant"":""control"",""type"":""full""}"
user_358,first_quest_unlocked,2025-11-24T15:02:05.881Z,"{""variant"":""control""}"
user_265,baseline_completed,2025-11-24T15:04:45.941Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_265,first_quest_unlocked,2025-11-24T15:04:46.441Z,"{""variant"":""hero_v2""}"
user_358,first_quest_completed,2025-11-24T15:08:20.862Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_265,first_quest_completed,2025-11-24T15:12:20.239Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_123,page_view,2025-11-24T15:25:57.472Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_123,ab_exposure,2025-11-24T15:25:57.572Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_123,baseline_started,2025-11-24T15:26:08.056Z,"{""variant"":""control""}"
user_247,page_view,2025-11-24T15:27:13.894Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_247,ab_exposure,2025-11-24T15:27:13.994Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_123,baseline_completed,2025-11-24T15:27:40.112Z,"{""variant"":""control"",""type"":""quick""}"
user_123,first_quest_unlocked,2025-11-24T15:27:40.612Z,"{""variant"":""control""}"
user_123,first_quest_completed,2025-11-24T15:34:24.082Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_369,page_view,2025-11-24T15:42:13.123Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_369,ab_exposure,2025-11-24T15:42:13.223Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_134,page_view,2025-11-24T15:49:01.395Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_134,ab_exposure,2025-11-24T15:49:01.495Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_442,page_view,2025-11-24T16:18:41.252Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_442,ab_exposure,2025-11-24T16:18:41.352Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_157,page_view,2025-11-24T16:37:31.609Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_157,ab_exposure,2025-11-24T16:37:31.709Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_171,page_view,2025-11-24T16:44:54.412Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_171,ab_exposure,2025-11-24T16:44:54.512Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_87,page_view,2025-11-24T17:12:05.079Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_87,ab_exposure,2025-11-24T17:12:05.179Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_105,page_view,2025-11-24T17:23:30.094Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_105,ab_exposure,2025-11-24T17:23:30.194Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_105,baseline_started,2025-11-24T17:23:36.996Z,"{""variant"":""control""}"
user_105,baseline_completed,2025-11-24T17:25:45.080Z,"{""variant"":""control"",""type"":""full""}"
user_105,first_quest_unlocked,2025-11-24T17:25:45.580Z,"{""variant"":""control""}"
user_40,page_view,2025-11-24T17:37:31.069Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_40,ab_exposure,2025-11-24T17:37:31.169Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_178,page_view,2025-11-24T17:46:25.732Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_178,ab_exposure,2025-11-24T17:46:25.832Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_243,page_view,2025-11-24T17:50:17.269Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_243,ab_exposure,2025-11-24T17:50:17.369Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_243,baseline_started,2025-11-24T17:50:25.063Z,"{""variant"":""hero_v2""}"
user_243,baseline_completed,2025-11-24T17:55:12.633Z,"{""variant"":""hero_v2"",""type"":""quick""}"
user_243,first_quest_unlocked,2025-11-24T17:55:13.133Z,"{""variant"":""hero_v2""}"
user_243,first_quest_completed,2025-11-24T17:58:07.098Z,"{""variant"":""hero_v2"",""quest_id"":""quest-starter""}"
user_170,page_view,2025-11-24T18:16:13.262Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_170,ab_exposure,2025-11-24T18:16:13.362Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_347,page_view,2025-11-24T18:31:12.640Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_347,ab_exposure,2025-11-24T18:31:12.740Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_479,page_view,2025-11-24T19:57:29.408Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_479,ab_exposure,2025-11-24T19:57:29.508Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_479,baseline_started,2025-11-24T19:57:34.262Z,"{""variant"":""control""}"
user_479,baseline_completed,2025-11-24T20:02:03.174Z,"{""variant"":""control"",""type"":""quick""}"
user_479,first_quest_unlocked,2025-11-24T20:02:03.674Z,"{""variant"":""control""}"
user_479,first_quest_completed,2025-11-24T20:07:25.071Z,"{""variant"":""control"",""quest_id"":""quest-starter""}"
user_179,page_view,2025-11-24T20:11:33.687Z,"{""page"":""/dashboard"",""ab_variant"":""control""}"
user_179,ab_exposure,2025-11-24T20:11:33.787Z,"{""experiment_id"":""hero_v2"",""variant"":""control""}"
user_179,baseline_started,2025-11-24T20:11:43.981Z,"{""variant"":""control""}"
user_350,page_view,2025-11-24T20:24:28.552Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_350,ab_exposure,2025-11-24T20:24:28.652Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
user_41,page_view,2025-11-24T20:25:59.887Z,"{""page"":""/dashboard"",""ab_variant"":""hero_v2""}"
user_41,ab_exposure,2025-11-24T20:25:59.987Z,"{""experiment_id"":""hero_v2"",""variant"":""hero_v2""}"
